Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
2189,GP,M,18,R,GT3,T,3,3,other,services,reputation,mother,3,2,0,no,yes,no,yes,yes,yes,no,yes,5,2,2,1,4,1,0.0,15,14,15
2190,GP,M,16,R,GT3,A,2,2,services,other,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,5,3,2,2,3,9.0,18,18,18
2191,MS,M,17,U,GT3,T,3,3,services,services,course,father,2,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,4,1,5,4,2.0,14,13,14
2192,GP,F,15,U,GT3,T,2,2,other,other,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,4,3,1.0,14,15,16
2193,GP,F,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,4,1.0,12,11,11
2194,GP,M,16,U,GT3,T,2,2,at_home,services,course,mother,1,2,2,no,yes,no,yes,no,yes,yes,yes,3,1,4,1,1,2,2.0,9,9,10
2195,GP,F,16,U,LE3,A,3,3,at_home,services,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,4,4,5,6.0,15,13,13
2196,GP,F,17,U,GT3,T,1,1,other,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,3,2,1,1,2,2.0,10,9,11
2197,MS,M,17,R,LE3,T,4,4,teacher,teacher,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,4,0.0,12,13,13
2198,GP,F,15,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,yes,no,no,no,no,no,yes,4,4,3,1,1,5,1.0,17,17,18
2199,MS,F,15,R,LE3,A,1,2,other,services,course,mother,2,1,0,yes,yes,no,no,yes,yes,yes,no,5,2,3,1,4,5,3.0,8,10,9
2200,GP,M,18,U,LE3,A,3,3,other,other,home,mother,1,3,2,no,no,no,no,yes,no,yes,no,4,4,3,1,3,5,5.0,9,8,8
2201,MS,F,17,U,GT3,T,3,4,services,other,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,1,5,6.0,11,10,10
2202,GP,F,17,U,GT3,T,4,3,teacher,services,reputation,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,3,2,5.0,11,12,12
2203,MS,F,16,R,LE3,T,1,1,other,services,reputation,mother,1,1,0,no,no,no,yes,no,no,yes,no,4,4,1,1,2,1,11.0,7,8,6
2204,MS,M,15,U,GT3,T,1,1,at_home,other,course,mother,1,3,0,no,yes,no,yes,no,yes,no,no,4,5,2,1,2,2,9.0,15,16,17
2205,GP,M,16,R,LE3,T,2,2,other,services,reputation,father,2,2,2,no,yes,no,no,yes,no,yes,yes,2,2,3,2,3,1,2.0,9,10,9
2206,GP,F,16,U,GT3,T,3,2,other,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,1,4,3,1,5,5,5.0,12,13,12
2207,GP,F,18,R,GT3,T,2,1,services,at_home,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,2.0,17,18,17
2208,GP,M,15,U,GT3,T,4,3,services,services,home,father,1,3,0,no,yes,no,yes,no,yes,yes,yes,3,4,5,1,5,1,8.0,14,14,15
2209,GP,F,17,U,GT3,T,3,1,other,services,home,father,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,5,5,3.0,13,13,14
2210,GP,F,15,U,GT3,T,1,1,other,services,reputation,father,2,3,0,yes,yes,yes,yes,yes,yes,yes,yes,5,3,2,1,3,1,4.0,12,12,15
2211,GP,F,15,U,LE3,T,2,2,other,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,4,1,5,2,5,3,1.0,13,12,12
2212,GP,F,15,R,LE3,T,3,4,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,no,yes,5,4,2,1,2,5,3.0,15,14,14
2213,GP,F,15,U,GT3,T,4,1,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,no,yes,4,3,1,1,5,4,3.0,10,11,11
2214,MS,F,17,R,GT3,T,1,1,other,at_home,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,3,5,1,1,2,4.0,17,17,17
2215,GP,F,17,U,GT3,T,4,4,services,services,home,mother,1,2,0,yes,no,no,no,yes,yes,yes,yes,4,5,3,1,3,4,1.0,12,11,12
2216,GP,F,16,U,GT3,T,3,2,other,other,other,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,3,1,2,4,3.0,10,11,11
2217,GP,F,17,U,LE3,T,1,1,at_home,services,home,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,4,1,1,1,5,1.0,12,13,14
2218,GP,M,19,U,GT3,T,2,1,other,other,other,mother,2,1,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,4,5,8.0,16,16,16
2219,MS,F,16,U,GT3,T,4,4,health,health,course,mother,1,2,0,no,no,no,yes,no,no,no,no,5,3,3,3,3,4,11.0,8,9,9
2220,GP,M,18,U,GT3,T,1,1,at_home,at_home,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,3,4,3,1.0,14,14,16
2221,GP,M,16,U,GT3,T,1,1,other,other,reputation,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,10.0,14,14,14
2222,MS,M,15,U,GT3,T,1,3,other,other,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,3,1,1,4,3.0,10,11,11
2223,GP,F,17,U,LE3,A,3,3,services,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,2,2,0.0,11,10,10
2224,GP,F,16,R,GT3,T,2,3,at_home,other,course,father,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,5,2,3,5,5.0,10,10,10
2225,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,2,2,4,1,2,2,1.0,14,17,17
2226,GP,F,19,U,GT3,T,1,1,other,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,no,yes,3,2,2,1,1,2,9.0,15,16,17
2227,GP,M,17,U,GT3,T,3,2,services,other,course,father,2,3,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,1.0,12,11,12
2228,MS,F,16,R,LE3,T,2,2,other,services,home,mother,2,1,0,no,no,no,yes,no,yes,yes,no,4,4,5,2,5,3,1.0,14,15,16
2229,GP,F,18,U,LE3,T,4,3,teacher,services,course,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,5,1.0,10,11,12
2230,GP,M,17,U,LE3,T,3,1,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,2,3,2,1,3,2,16.0,12,10,11
2231,GP,M,16,U,LE3,A,3,3,other,services,course,mother,1,1,0,no,no,no,no,no,yes,yes,yes,5,5,4,1,3,4,1.0,12,13,12
2232,GP,F,15,U,LE3,T,2,2,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,0.0,13,13,13
2233,GP,M,15,U,GT3,T,2,2,other,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,10.0,9,12,12
2234,GP,F,18,U,LE3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,3,3,1,1.0,15,14,15
2235,GP,M,19,R,LE3,T,4,4,teacher,teacher,reputation,other,2,1,1,no,no,no,no,yes,yes,yes,no,4,3,2,1,1,4,4.0,9,10,10
2236,GP,F,15,U,GT3,T,3,2,services,other,reputation,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,3,5,4,1,1,3,2.0,14,14,14
2237,MS,F,17,R,GT3,T,2,1,services,services,other,father,2,2,0,yes,yes,no,no,yes,yes,no,yes,1,5,4,2,2,1,3.0,13,12,12
2238,MS,F,17,U,GT3,T,3,2,teacher,other,other,father,1,2,0,no,yes,no,no,no,no,yes,no,5,5,5,1,4,4,0.0,9,9,10
2239,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,no,4,3,3,1,1,5,2.0,11,12,11
2240,GP,F,15,U,GT3,T,2,2,at_home,other,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,2,1.0,7,9,9
2241,MS,M,16,R,GT3,T,3,2,other,other,course,mother,1,2,1,no,yes,no,yes,yes,yes,no,no,2,4,3,2,1,1,21.0,9,9,8
2242,MS,M,17,R,GT3,T,1,1,other,other,course,mother,1,2,3,no,yes,no,no,yes,yes,no,no,3,1,5,1,1,5,1.0,8,10,11
2243,GP,F,15,R,GT3,T,4,3,services,other,reputation,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,4,4,4,2,2,5,10.0,12,12,12
2244,MS,F,16,U,GT3,T,2,2,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,no,yes,4,2,2,1,4,1,6.0,12,11,13
2245,GP,F,16,U,GT3,T,3,4,services,health,home,father,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,4,2,3,5,9.0,11,12,13
2246,MS,M,18,R,GT3,T,4,4,services,teacher,course,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,3,1,5,4,5,4,15.0,13,14,16
2247,MS,M,18,R,GT3,T,3,3,other,other,course,father,3,2,0,no,yes,no,yes,yes,yes,no,yes,1,5,4,1,1,5,1.0,10,10,11
2248,GP,M,15,R,GT3,T,3,3,other,at_home,reputation,mother,2,2,0,no,no,yes,no,yes,yes,no,no,4,4,1,1,2,4,17.0,11,10,11
2249,GP,F,17,U,LE3,T,2,1,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,5,1,1,1,1,3,3.0,12,10,11
2250,MS,F,18,R,GT3,T,3,1,at_home,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,1.0,11,11,10
2251,MS,F,18,R,GT3,T,1,1,at_home,other,course,mother,1,2,0,no,no,no,yes,no,yes,no,yes,4,5,5,1,2,4,5.0,10,11,11
2252,GP,M,15,U,GT3,T,1,3,other,other,course,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,2,1,5,9.0,9,9,10
2253,GP,M,19,U,GT3,T,4,2,other,other,reputation,other,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,4,3.0,9,10,11
2254,GP,F,18,U,GT3,T,1,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,1,3,5,2,4,5,2.0,13,13,13
2255,GP,M,15,U,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,no,no,2,2,4,2,4,1,10.0,9,8,10
2256,GP,F,17,U,GT3,A,2,2,at_home,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,2,3,3,1,1.0,13,13,14
2257,GP,F,16,R,GT3,T,2,2,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,1,1,3,4.0,14,14,15
2258,MS,M,16,U,GT3,A,4,3,teacher,health,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,1,4,4,1,1,3,9.0,12,10,11
2259,GP,M,15,U,LE3,T,4,4,teacher,other,home,mother,2,2,0,no,no,no,no,yes,yes,yes,no,3,3,4,2,1,5,4.0,11,9,10
2260,MS,F,16,R,GT3,T,4,2,teacher,other,home,mother,3,2,0,no,yes,no,yes,no,no,no,no,4,3,3,1,2,5,3.0,8,9,9
2261,GP,F,16,U,GT3,T,3,3,services,services,course,father,2,2,0,yes,yes,no,yes,no,yes,yes,no,5,1,4,1,1,1,3.0,14,13,12
2262,MS,F,16,U,GT3,T,4,4,services,services,course,mother,2,4,0,no,yes,no,yes,yes,yes,yes,no,3,1,2,1,3,3,4.0,10,9,11
2263,GP,F,17,U,LE3,A,4,4,teacher,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,2,1,2,1,3,4,2.0,12,12,12
2264,GP,F,15,U,LE3,T,2,1,other,at_home,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,2,5,5,3.0,15,17,17
2265,GP,M,15,R,GT3,T,3,3,other,services,other,mother,2,2,0,no,no,yes,yes,yes,yes,no,no,4,4,4,2,5,4,3.0,14,14,14
2266,MS,F,15,R,GT3,T,1,2,other,other,course,mother,2,1,0,yes,no,no,no,no,yes,yes,no,3,4,2,1,1,4,2.0,11,11,10
2267,GP,M,16,U,GT3,T,4,2,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,3,2,3,3.0,14,13,14
2268,GP,F,17,U,GT3,A,0,1,at_home,other,home,mother,1,1,0,yes,no,yes,no,yes,yes,yes,yes,5,3,4,1,1,4,2.0,12,12,12
2269,GP,F,17,U,GT3,T,4,1,teacher,services,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,2,4,5,2.0,14,13,14
2270,MS,M,18,U,GT3,T,3,3,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,4,5,1,1,3,5.0,17,16,16
2271,MS,F,17,R,LE3,A,2,1,at_home,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,4,5,1.0,8,9,8
2272,GP,M,17,U,GT3,T,2,1,at_home,other,other,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,3,2.0,10,10,11
2273,MS,M,17,R,GT3,T,3,2,other,services,home,father,2,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,4,5,3.0,10,11,12
2274,GP,F,16,U,GT3,T,4,2,health,health,other,mother,2,1,0,yes,yes,no,no,yes,yes,yes,no,5,2,3,1,3,5,3.0,12,11,12
2275,GP,F,19,U,LE3,T,3,4,at_home,other,reputation,other,1,1,1,no,yes,yes,yes,yes,no,no,no,4,2,2,2,4,1,0.0,10,11,12
2276,GP,M,16,U,LE3,T,3,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,2,3,4,1,1,4,1.0,9,11,10
2277,GP,M,16,U,GT3,T,1,2,other,other,reputation,mother,2,1,0,no,yes,no,no,yes,yes,no,yes,5,4,4,1,3,1,10.0,14,14,14
2278,GP,F,16,U,GT3,T,3,3,at_home,other,reputation,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,4,5,6.0,11,12,12
2279,GP,F,17,R,GT3,A,3,1,other,other,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,2,1,1,4,16.0,12,16,16
2280,GP,F,17,R,GT3,T,3,3,other,other,course,father,3,3,0,yes,no,no,no,yes,yes,yes,no,5,3,1,1,2,2,1.0,12,12,12
2281,GP,F,16,R,GT3,T,2,3,services,services,other,mother,4,2,0,no,no,no,yes,yes,yes,yes,yes,3,4,3,4,2,5,0.0,15,14,14
2282,GP,F,16,U,GT3,T,4,3,health,other,other,mother,3,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,4,5,1.0,11,15,15
2283,GP,F,15,U,GT3,T,3,1,services,other,other,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2.0,12,11,11
2284,MS,M,15,R,GT3,A,2,1,services,services,course,mother,1,3,0,yes,yes,no,no,no,yes,no,no,1,3,1,1,4,5,0.0,10,9,10
2285,GP,F,19,U,GT3,T,2,3,other,other,course,other,2,1,0,no,no,no,yes,yes,yes,yes,yes,1,5,3,1,2,5,22.0,14,14,14
2286,MS,M,18,U,LE3,T,1,1,at_home,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,2,3,2.0,12,12,14
2287,GP,M,15,U,GT3,T,1,2,other,services,home,father,2,2,1,no,no,no,yes,yes,yes,yes,no,4,4,3,1,3,1,5.0,9,9,8
2288,GP,F,16,U,LE3,T,4,4,services,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,4,2.0,10,10,11
2289,GP,F,17,U,LE3,A,4,2,teacher,services,home,mother,1,2,0,no,no,no,yes,yes,yes,no,no,4,5,5,1,4,5,1.0,14,15,15
2290,GP,M,18,U,GT3,T,4,4,services,teacher,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,5,2.0,11,12,14
2291,MS,F,16,R,LE3,A,3,1,other,other,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,5,4,2,1,3,0.0,11,10,11
2292,GP,M,18,R,GT3,T,3,2,other,other,reputation,father,1,4,0,no,no,no,no,yes,yes,yes,no,4,3,1,1,1,5,6.0,11,9,10
2293,MS,F,19,R,GT3,T,2,2,at_home,other,other,other,2,2,1,no,yes,no,yes,no,no,no,no,4,4,4,1,2,2,1.0,9,8,10
2294,GP,F,16,U,GT3,T,2,2,services,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,2,1,5,0.0,14,14,15
2295,GP,M,18,U,GT3,T,2,1,at_home,services,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,1,4,1,0.0,12,12,12
2296,GP,F,17,R,GT3,T,2,2,services,services,home,mother,2,1,0,yes,yes,no,no,no,yes,no,no,5,2,3,2,1,5,2.0,13,14,14
2297,GP,F,17,U,GT3,T,2,2,other,services,reputation,mother,1,4,1,no,yes,no,no,yes,no,yes,yes,2,3,3,1,2,5,6.0,8,9,10
2298,GP,F,16,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,no,yes,yes,no,yes,yes,no,4,3,2,1,1,5,0.0,15,15,15
2299,GP,F,15,U,GT3,T,1,2,at_home,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,4,1,1,2,6.0,14,14,15
2300,GP,M,18,U,GT3,T,3,4,other,teacher,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,5,3,3,1,2,2,4.0,8,9,10
2301,GP,F,15,U,GT3,T,3,3,services,other,course,mother,2,1,0,no,no,no,yes,no,yes,yes,no,3,3,1,1,1,1,2.0,13,12,13
2302,MS,M,18,U,GT3,T,3,2,services,other,home,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,5,2,1,5,5,22.0,7,8,9
2303,MS,F,16,U,LE3,T,2,4,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,no,5,1,2,1,2,2,4.0,14,16,17
2304,GP,F,16,U,GT3,T,4,4,teacher,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,6.0,12,11,11
2305,GP,M,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,2,3,1,2,5,2.0,13,14,15
2306,MS,F,18,U,GT3,T,3,4,services,teacher,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,1,5.0,11,10,11
2307,GP,F,15,U,LE3,T,3,3,other,services,home,mother,2,4,1,no,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,2.0,12,13,14
2308,GP,M,15,R,LE3,A,3,4,other,other,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,3,2,1,1,3,4,6.0,9,8,10
2309,GP,F,16,U,GT3,T,2,2,at_home,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,4,1,1,5,6.0,13,17,17
2310,GP,M,17,U,GT3,T,1,2,other,at_home,home,mother,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,5,2.0,10,10,10
2311,GP,M,16,U,GT3,T,4,2,health,services,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,4,3,3,1,3,3.0,11,9,10
2312,GP,F,16,U,GT3,T,3,3,other,other,course,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,2,4,5,2,2,3,2.0,14,15,15
2313,GP,F,16,R,LE3,T,3,4,at_home,teacher,home,mother,4,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,2,1,5,3.0,13,14,14
2314,GP,M,17,U,LE3,T,3,1,at_home,other,home,mother,1,1,3,no,yes,no,yes,yes,yes,no,no,5,4,4,2,1,5,1.0,8,8,9
2315,GP,F,18,U,GT3,T,2,1,services,services,home,mother,1,1,0,yes,no,no,no,yes,yes,yes,no,5,2,1,1,4,2,3.0,10,11,11
2316,MS,M,15,U,GT3,T,2,3,services,services,course,father,1,2,0,no,no,no,yes,no,yes,no,no,5,3,4,1,5,2,1.0,9,10,10
2317,GP,F,17,U,GT3,T,4,3,teacher,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,3,9.0,13,13,13
2318,MS,F,16,R,GT3,T,1,2,other,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,4,3.0,16,16,16
2319,GP,F,16,U,LE3,T,4,4,teacher,health,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,4,0.0,14,14,14
2320,GP,M,16,U,GT3,A,3,2,services,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,1,1,5,4,10.0,12,13,14
2321,GP,F,16,U,GT3,T,2,2,at_home,other,reputation,mother,1,2,0,no,no,no,no,no,yes,yes,no,5,2,5,2,1,3,5.0,11,9,10
2322,MS,M,17,U,LE3,T,1,1,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,3,1,1,4,5,1.0,10,9,10
2323,GP,F,17,U,LE3,T,3,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,5,4,1,4,3,0.0,15,13,14
2324,GP,F,16,U,GT3,T,3,1,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,1,3,2,4,5,11.0,13,14,14
2325,MS,F,17,R,GT3,T,1,2,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,no,yes,4,4,5,1,3,5,2.0,14,13,13
2326,MS,F,17,R,LE3,T,1,1,at_home,other,other,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,4,4,4,4,2,2,10.0,12,12,13
2327,GP,F,19,R,LE3,T,2,1,services,other,course,other,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,1,2,1.0,8,8,8
2328,GP,F,16,R,GT3,T,2,1,other,other,course,father,4,2,0,no,yes,no,yes,yes,yes,yes,yes,3,4,4,1,3,3,8.0,13,13,13
2329,MS,F,16,R,GT3,T,3,1,services,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,3,3,4,1,4,3,0.0,11,13,13
2330,GP,M,16,U,GT3,T,4,4,other,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,3,5,1,4,1,2.0,12,13,14
2331,MS,M,18,U,GT3,T,4,2,other,other,course,other,1,2,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,5,1.0,13,14,13
2332,GP,F,17,U,GT3,T,1,1,other,at_home,course,father,1,3,1,no,yes,no,no,yes,yes,yes,no,4,4,3,5,2,1,0.0,14,14,14
2333,MS,F,16,R,GT3,T,2,4,services,other,course,mother,4,2,0,yes,yes,no,no,yes,yes,yes,no,5,5,2,1,1,2,15.0,7,0,0
2334,GP,M,18,R,LE3,T,3,2,services,other,reputation,other,2,1,0,no,yes,no,yes,yes,yes,no,yes,2,3,5,2,4,1,1.0,12,11,11
2335,GP,F,18,U,GT3,T,2,2,other,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,1,4,3,3,5,1.0,14,14,15
2336,GP,M,16,U,GT3,T,2,2,other,other,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,no,4,2,2,2,1,3,0.0,13,14,13
2337,MS,F,21,R,GT3,A,4,4,services,teacher,other,other,3,2,2,no,yes,no,no,yes,no,yes,no,3,3,2,1,3,3,2.0,11,11,11
2338,GP,F,18,R,GT3,T,4,4,services,services,reputation,mother,1,1,1,no,yes,no,no,no,yes,yes,no,4,3,3,5,1,2,0.0,10,10,11
2339,GP,F,18,U,LE3,T,3,3,other,services,course,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,no,4,4,2,1,2,3,4.0,15,14,15
2340,GP,F,17,U,GT3,T,3,1,services,services,home,father,1,1,0,no,no,no,no,no,yes,yes,no,4,1,1,1,1,5,22.0,16,17,17
2341,GP,F,18,U,LE3,A,1,3,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,5,2,1,2,5,5.0,11,10,11
2342,MS,F,15,U,GT3,T,4,3,services,services,home,mother,2,2,0,no,yes,no,yes,no,yes,no,yes,4,3,4,1,4,3,9.0,13,12,13
2343,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,4,2,3,4,1,3,0.0,12,12,13
2344,GP,F,17,U,GT3,T,2,2,health,other,course,father,2,1,0,no,yes,no,yes,no,yes,no,no,4,1,3,2,2,5,4.0,10,9,11
2345,GP,F,18,U,GT3,T,1,2,at_home,other,reputation,other,1,2,0,no,yes,no,yes,yes,yes,yes,yes,3,4,4,3,1,3,2.0,12,12,13
2346,GP,M,17,R,GT3,T,4,2,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,yes,5,3,3,1,2,5,9.0,10,10,10
2347,MS,M,16,U,LE3,T,1,1,at_home,other,course,mother,1,2,1,no,yes,no,no,no,yes,yes,no,2,3,3,4,1,5,2.0,8,8,9
2348,GP,M,18,U,GT3,T,4,4,health,health,reputation,other,1,2,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,4,5,1.0,14,15,16
2349,MS,M,20,U,GT3,A,2,2,health,other,course,other,1,1,0,no,no,yes,no,yes,yes,yes,yes,4,3,4,1,2,5,1.0,11,10,11
2350,MS,F,15,U,LE3,A,1,1,other,services,reputation,mother,1,1,0,yes,no,no,no,yes,yes,yes,no,3,4,2,1,2,4,5.0,8,10,10
2351,GP,F,17,U,GT3,T,2,2,at_home,other,other,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,2,5,1,2.0,13,14,14
2352,MS,F,16,R,GT3,T,2,2,at_home,other,other,other,1,4,1,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,1,17.0,9,10,9
2353,MS,F,15,R,GT3,T,2,1,other,other,course,mother,1,3,0,no,yes,no,no,yes,no,no,yes,5,3,3,3,3,5,5.0,9,10,10
2354,GP,F,16,U,GT3,T,4,2,services,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,2,1,1.0,10,11,12
2355,GP,F,19,U,LE3,A,4,4,other,health,course,other,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,3,2,4,1.0,12,13,14
2356,GP,M,17,R,LE3,T,4,2,teacher,other,course,father,3,2,0,no,yes,no,yes,yes,yes,no,yes,4,4,2,1,1,1,13.0,15,15,16
2357,MS,F,18,R,GT3,A,3,4,services,other,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,4,5,2.0,11,12,12
2358,MS,F,18,U,GT3,T,3,2,other,other,course,father,1,2,0,no,no,no,no,yes,yes,yes,yes,5,5,3,1,3,4,2.0,16,16,16
2359,GP,F,18,U,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,5,2,3,5,1.0,14,14,14
2360,GP,M,16,R,GT3,T,2,1,other,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,3,1,1,5,4.0,9,9,9
2361,GP,F,17,U,GT3,T,1,2,other,at_home,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,5,2,1,4,4.0,13,14,16
